web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587555567-3503,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy and cute,"Reviewed in the United States on December 9, 2019",5.0 out of 5 stars,null,"Comfy and cute. I have a high arch and work in a jail as a nurse. These shoes are good for the majority of my shift. No comparison to ultra boost but for the price, these are worth it. I’m a size 8 in ultra boost. I got an 8.5 in these. These fit snugly with and without socks."
1587555567-2451,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable but a bit awkward.,"Reviewed in the United States on January 24, 2020",4.0 out of 5 stars,Verified Purchase,"It's high in the back, which makes them a little awkward."
1587555567-2605,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Soooo comfortable!,"Reviewed in the United States on January 23, 2020",5.0 out of 5 stars,Verified Purchase,"Most comfortable pair of shoes I've owned in awhile! It's like walking on a cloud, so light!"
1587555567-1074,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nice looking and wear well.,"Reviewed in the United States on December 28, 2018",4.0 out of 5 stars,Verified Purchase,"My granddaughter loves these shoes.  This is her second pair.
She received them for Christmas.
I wish they were priced more reasonable."
1587555567-886,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfy and light,"Reviewed in the United States on April 4, 2020",5.0 out of 5 stars,Verified Purchase,"I work in the dental field and am always looking for new shoes. I am constantly on my feet and need something light and durable.
These shoes fit like a dream and feel like there in nothing on my feet. They are designed with people in mind. They slide on so well."
1587555567-2812,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on July 16, 2018",5.0 out of 5 stars,Verified Purchase,Nice
1587555567-1344,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good quality shoe!,"Reviewed in the United States on January 5, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable light weight shoe & the material has held up very well!
1587555567-2396,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love,"Reviewed in the United States on February 11, 2020",5.0 out of 5 stars,Verified Purchase,feels like you are walking on air when you wear these shoes!
1587555567-2807,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect shoes for the gym,"Reviewed in the United States on December 29, 2018",5.0 out of 5 stars,Verified Purchase,"Got these for the girlfriend, they are incredibly light and look incredible."
1587555567-736,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lightweight and comfy!,"Reviewed in the United States on May 30, 2019",5.0 out of 5 stars,Verified Purchase,I work in Customer Service and I bought these to wear to work! I absolutely adore them. They are cute and comfy as can be!
1587555567-1398,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfortable after twelve hours at the hospital,"Reviewed in the United States on February 14, 2020",5.0 out of 5 stars,Verified Purchase,So comfortable!! And I love the ease of a slip on/off after a long day!
1587555567-1118,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lightweight and comfortable,"Reviewed in the United States on January 13, 2020",5.0 out of 5 stars,Verified Purchase,I love how light and comfortable they are and can’t wait to wear them on my trip .
1587555567-1141,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort,"Reviewed in the United States on March 8, 2020",5.0 out of 5 stars,Verified Purchase,Super comfortable. Wore them all day and my feet were great. Shoe looks really nice. They are lightweight.
1587555567-2388,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort and Style,"Reviewed in the United States on January 19, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable!
1587555567-1598,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes!,"Reviewed in the United States on April 1, 2019",5.0 out of 5 stars,Verified Purchase,These shoes are my go to favorite casual tennis shoe. They are incredibly light and comfortable. Easy to stand in all day.
1587555567-1623,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Expensive for garbage,"Reviewed in the United States on November 12, 2018",1.0 out of 5 stars,Verified Purchase,"Cheap quality, no support, and tongue too high."
1587555567-1308,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super Comfy,"Reviewed in the United States on March 5, 2020",5.0 out of 5 stars,Verified Purchase,"I love this comfy shoe. Not only does it look great, but it feels good on my foot. I feel like these run about a half size bag."
1587555567-668,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super comfy!,"Reviewed in the United States on November 12, 2019",5.0 out of 5 stars,Verified Purchase,"Best exercise shoe EVER! I’m at the gym 5 mornings a week then come home & walk the dogs at least a mile. After 2 weeks, I bought the same pair in another color."
1587555567-2380,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,comfy,"Reviewed in the United States on December 15, 2019",5.0 out of 5 stars,Verified Purchase,good
1587555567-215,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Just ok,"Reviewed in the United States on January 19, 2020",1.0 out of 5 stars,Verified Purchase,"These are super cute. The size runs true. They slip on easily. That's it for the good things. This shoe has zero support, and the cushioning leaves a lot to be desired. I wanted these to work , because they look so great but after an hour of wearing my feet were hurting. Sadly I am returning them."
1587555567-1581,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,the quality has changed,"Reviewed in the United States on December 26, 2019",1.0 out of 5 stars,Verified Purchase,"I bought my first pair at a store and loved them they fit perfectly and they looked good with leggings.So I ordered my second pair and they are narrow, can't even get my foot in them and the quality is not the same.  So disappointed!"
1587555567-3604,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Inconfrome,"Reviewed in the United States on January 23, 2019",1.0 out of 5 stars,null,Estoy inconforme estoy esperando un reembolso y nada que me llega hace dos semanas
1587555567-669,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super cute and comfy!,"Reviewed in the United States on August 29, 2019",5.0 out of 5 stars,Verified Purchase,"I usually wear 7.5 and I got the same size in these shoes and they fit perfectly, slightly loose but they are fine once I wear socks. Really comfortable and they look great!"
1587555567-3110,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Runs big,"Reviewed in the United States on September 23, 2018",4.0 out of 5 stars,Verified Purchase,I normally wear a size 9 in women’s sneakers and these are at least a half size too big!! Not sure if I’m liking them or not yet!
1587555567-2526,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Attractive and  Comfortable!,"Reviewed in the United States on June 4, 2019",4.0 out of 5 stars,Verified Purchase,Comfortable walking
1587555567-3537,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on November 15, 2019",5.0 out of 5 stars,null,"The best shoes I’ve brought from amazon
If I don’t know what shoes to wear, I choose it"
1587555567-1284,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy!,"Reviewed in the United States on December 14, 2018",5.0 out of 5 stars,Verified Purchase,Great fit. I have wider feet and a high arch. This shoe is comfortable and supportive and the width is comfortable as well.
1587555567-885,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on January 8, 2020",5.0 out of 5 stars,Verified Purchase,Absolutely comfortable I would recommend anybody and everybody to buy these shoes
1587555567-1198,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,The beSt,"Reviewed in the United States on February 20, 2020",5.0 out of 5 stars,Verified Purchase,I love these shoes! By far my best workout shoe purchase!
1587555567-747,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LOVE these!,"Reviewed in the United States on January 29, 2020",5.0 out of 5 stars,Verified Purchase,These are great shoes! Comfortable and cute. Only thing I would change is the back heel. It comes up a little high but no big deal. These shoes are my new favorites.
1587555567-1275,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super Comfy,"Reviewed in the United States on January 31, 2020",5.0 out of 5 stars,Verified Purchase,Love these shoes so much I bought a second pair.
1587555567-577,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Runs a little large.,"Reviewed in the United States on January 12, 2020",5.0 out of 5 stars,Verified Purchase,Ordered for my wife. We needed to return and get a size down. Runs just a touch in the large size. But really nice shoes.
1587555567-585,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on March 2, 2020",5.0 out of 5 stars,Verified Purchase,I have these same tennis shoes in black & I love them. They are very comfortable & light weight for walking.
1587555567-634,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on January 27, 2020",5.0 out of 5 stars,Verified Purchase,"Soft light and memory foam
Had foot surgery and they feel great on my foot"
1587555567-2091,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on September 5, 2018",5.0 out of 5 stars,Verified Purchase,These are unbelievably comfortable! I love these shoes so much i have just purchased another pair!
1587555567-3123,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe,"Reviewed in the United States on February 21, 2020",5.0 out of 5 stars,Verified Purchase,Great comfortable shoes
1587555567-1705,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So cute and comfy,"Reviewed in the United States on April 14, 2019",5.0 out of 5 stars,Verified Purchase,Beautiful shoes real adidas
1587555567-737,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great running shoe,"Reviewed in the United States on February 22, 2020",5.0 out of 5 stars,Verified Purchase,Incredibly comfortable running shoe. Looks great as well.
1587555567-670,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,One minor flaw,"Reviewed in the United States on November 4, 2019",4.0 out of 5 stars,Verified Purchase,"Super comfortable shoes!  Needed something with support for my pregnant, aching back and these feel great.  The only thing I don’t love is how high the tongue goes... it rubs against my ankle and starts hurting over time. I wear ankle socks with these."
1587555567-992,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Definitely a knock off!!,"Reviewed in the United States on December 15, 2019",1.0 out of 5 stars,Verified Purchase,"These were knock offs! The hit my ankle causing blisters. I got them because I’m a nurse and I needing something I could wear at work and that clearly won’t be happening. The quality is so poor. Compared to my friend who got the same exact shoe in store, very clear differences. DEFINITELY A KNOCK OFF!"
1587555567-1310,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing,"Reviewed in the United States on January 13, 2019",5.0 out of 5 stars,Verified Purchase,Best shoes! I bought these for work and I was nervous because of some of the bad reviews I work in the medical field and these shoes are so comfy for standing all day long
1587555567-2755,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes,"Reviewed in the United States on February 2, 2020",5.0 out of 5 stars,Verified Purchase,Great shoes for the price and for your feet.
1587555567-318,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,My feet are in love!,"Reviewed in the United States on April 1, 2020",5.0 out of 5 stars,Verified Purchase,"These are sporty, high quality, and super easy to slip on! Convenience is key for this mama of three littles. I can kick around town, run errands, go for an impromptu walk/run/bike ride with my kids. LOVE THESE SHOES!"
